,AAPL,MSFT,AMZN,GOOGL,META,JNJ,JPM,BRK,PG,V,MA,WMT,UNH,INTC,CSCO,KO,PEP,DIS,VZ,T,,,AAPL,MSFT,AMZN,GOOGL,META,JNJ,JPM,BRK,PG,V,MA,WMT,UNH,INTC,CSCO,KO,PEP,DIS,VZ,T
Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,,,Linear Return ,,,,,,,,,,,,,,,,,,,
03/08/2022,165.14389,280.934448,139.520004,118.080002,168.800003,168.338318,110.906494,294.959991,142.072464,206.83812,352.433838,128.429871,535.39563,35.100021,44.595356,62.530823,172.447678,109.019997,43.174229,17.543686,,,0.038247746,0.004177535,0.039952295,0.025623253,0.053748679,-0.01603759,0.010495454,0.009549159,0.020641134,0.010763182,0.014670193,-0.01643049,0.009692535,0.014162819,0.017586943,0.004399801,-0.005429006,0.041161284,-0.000220476,0.000544538
04/08/2022,164.825775,280.201538,142.570007,118.190002,170.570007,167.671997,109.686241,292.910004,141.846909,211.788818,354.364502,123.578072,528.562683,34.619465,44.273403,62.286251,171.153366,108.120003,42.317032,17.448185,,,-0.00192629,-0.002608829,0.021860686,0.000931572,0.010485806,-0.003958225,-0.011002539,-0.006950051,-0.001587605,0.023935133,0.005478089,-0.037777808,-0.012762426,-0.013691046,-0.007219429,-0.003911223,-0.007505535,-0.008255311,-0.019854367,-0.005443611
05/08/2022,164.596848,277.636322,140.800003,117.470001,167.110001,166.780273,113.005341,292.070007,141.915558,214.169907,355.797607,124.572044,529.859985,34.357342,43.912422,62.002556,170.466995,106.629997,42.812302,17.524586,,,-0.001388903,-0.009154896,-0.012414982,-0.006091894,-0.020284961,-0.005318264,0.030259948,-0.002867765,0.000483965,0.011242751,0.004044155,0.008043272,0.002454396,-0.00757155,-0.008153451,-0.004554697,-0.004010269,-0.013781039,0.011703798,0.004378736
08/08/2022,164.119019,279.597321,139.410004,117.300003,170.25,166.760666,111.628883,292.339996,142.45491,211.640015,350.473236,125.585709,531.38501,34.347633,43.92218,61.601467,171.10434,109.110001,42.421795,17.190329,,,-0.002903026,0.007063193,-0.009872152,-0.001447161,0.018790012,-0.000117562,-0.012180469,0.000924398,0.003800514,-0.011812547,-0.014964606,0.008137179,0.002878166,-0.000282589,0.000222215,-0.006468911,0.003738818,0.023258033,-0.009121374,-0.019073603
09/08/2022,164.168777,286.391724,137.830002,116.629997,168.529999,167.240814,112.634377,292.769989,142.12149,208.604095,344.880157,126.825714,532.038574,33.51273,43.824615,61.679729,172.516327,108.129997,42.555141,17.285831,,,0.000303182,0.024300673,-0.011333491,-0.005711901,-0.010102796,0.002879264,0.009007472,0.001470866,-0.00234053,-0.014344735,-0.015958648,0.009873775,0.001229926,-0.024307439,-0.002221315,0.001270457,0.008252199,-0.008981798,0.003143337,0.005555566
10/08/2022,168.469131,284.272156,142.690002,119.699997,178.339996,163.781738,115.572746,295.109985,143.464935,210.429626,351.687378,127.091454,532.49408,34.337925,44.897793,62.266693,171.633835,112.43,42.707531,17.199879,,,0.026194713,-0.00740094,0.035260828,0.026322559,0.058209203,-0.020683205,0.026087675,0.007992609,0.009452793,0.008751175,0.019737932,0.002095316,0.000856152,0.02462333,0.024488019,0.009516319,-0.005115411,0.039766976,0.003581001,-0.004972396
11/08/2022,167.722534,289.115356,140.639999,118.839996,177.490005,161.978714,117.281105,296.470001,142.445084,209.788574,348.900787,128.317093,527.681335,34.551506,44.78072,61.846039,173.879272,117.690002,42.650383,17.228531,,,-0.004431655,0.017037194,-0.01436683,-0.007184637,-0.004766127,-0.0110087,0.014781677,0.004608506,-0.007108713,-0.003046396,-0.007923489,0.009643756,-0.009038119,0.006219974,-0.002607545,-0.006755682,0.013082718,0.046784684,-0.001338125,0.001665826
12/08/2022,171.316086,290.6604,143.550003,121.68,180.5,162.752823,119.223755,301.549988,143.827759,210.037033,352.57309,130.689301,538.416016,35.056332,45.473408,62.315601,175.791321,121.57,43.002789,17.448185,,,0.021425577,0.00534404,0.020691155,0.023897712,0.016958673,0.004779079,0.016564049,0.017134911,0.009706723,0.00118433,0.01052535,0.018487077,0.020343113,0.014610825,0.015468443,0.007592434,0.010996417,0.032967949,0.008262669,0.012749433
15/08/2022,172.401123,289.907654,143.179993,122.080002,180.889999,164.203125,119.545898,302.820007,145.681152,215.095886,358.225922,131.064911,539.346863,35.279621,45.453892,63.098221,176.811096,124.260002,43.393291,17.562786,,,0.006333538,-0.002589778,-0.002577569,0.003287327,0.002160659,0.008911071,0.002702003,0.004211637,0.012886198,0.024085529,0.016033078,0.002874068,0.001728862,0.006369434,-0.000429174,0.012558974,0.005801054,0.022127186,0.009080853,0.006568076
16/08/2022,172.241852,289.143433,144.779999,121.699997,179.470001,164.212906,120.688057,306.649994,147.024597,215.811478,357.529266,137.756516,540.8125,35.133995,45.629505,63.616695,176.713043,124.959999,43.621876,17.734688,,,-0.00092384,-0.002636084,0.011174788,-0.003112754,-0.007850064,5.95665E-05,0.009554146,0.012647734,0.009221818,0.003326851,-0.001944739,0.051055656,0.002717429,-0.004127765,0.003863542,0.008216935,-0.000554564,0.005633325,0.00526775,0.009787855
17/08/2022,173.754929,288.002045,142.100006,119.550003,174.850006,163.419189,119.672806,304.26001,146.347977,213.20752,353.628021,137.904785,539.703369,34.735958,45.522186,63.469952,176.889526,122.809998,43.18375,17.591436,,,0.008784607,-0.00394748,-0.018510796,-0.017666344,-0.025742436,-0.004833463,-0.008412191,-0.00779385,-0.004602087,-0.012065892,-0.01091168,0.001076312,-0.002050861,-0.011329113,-0.002351965,-0.002306674,0.000998698,-0.017205514,-0.010043722,-0.008077503
18/08/2022,173.356735,284.012054,142.300003,120.169998,174.660004,165.908142,118.745415,304.269989,146.867691,213.933029,355.648285,137.460007,539.921204,35.143707,48.166103,63.80257,176.664017,122.669998,42.088444,17.600988,,,-0.002291699,-0.013854037,0.001407438,0.005186073,-0.001086657,0.015230482,-0.007749388,3.27976E-05,0.003551221,0.00340283,0.005712964,-0.003225254,0.00040362,0.011738528,0.058079746,0.005240559,-0.001274858,-0.001139972,-0.025363846,0.000542991
19/08/2022,170.738739,275.674805,138.229996,117.209999,167.960007,165.326126,115.807037,297.279999,146.828461,211.517914,352.583099,135.433731,542.991089,34.347633,47.512444,63.753654,174.977478,120.139999,42.307503,17.600988,,,-0.015101784,-0.029355265,-0.028601595,-0.024631764,-0.038360225,-0.003508062,-0.024745191,-0.022972985,-0.000267111,-0.011289117,-0.008618588,-0.01474084,0.005685802,-0.022651964,-0.013570934,-0.000766678,-0.00954659,-0.020624432,0.00520473,0
22/08/2022,166.806732,274.374603,133.220001,114.239998,163.050003,163.885849,113.893677,288.690002,146.436234,207.333664,343.855103,133.0121,539.277527,32.85257,46.546585,62.804737,174.899033,115.940002,42.069389,17.314482,,,-0.023029378,-0.004716434,-0.036243906,-0.025339144,-0.029233173,-0.008711733,-0.016521967,-0.028895308,-0.002671328,-0.019782012,-0.024754437,-0.01788056,-0.006839085,-0.043527395,-0.020328548,-0.014884119,-0.000448315,-0.03495919,-0.005628174,-0.016277836
23/08/2022,166.468277,273.729462,133.619995,113.860001,161.110001,163.343277,112.771049,289.649994,143.61203,205.53476,339.257202,132.448669,530.592773,32.959362,46.253899,62.873211,175.771713,114.860001,41.402687,17.247629,,,-0.002029025,-0.002351315,0.003002507,-0.003326304,-0.011898203,-0.00331067,-0.009856807,0.003325339,-0.019286238,-0.008676372,-0.013371624,-0.004235938,-0.016104424,0.003250644,-0.006288023,0.001090268,0.004989622,-0.009315171,-0.015847675,-0.003861103
24/08/2022,166.766907,276.766632,133.800003,113.690002,163.259995,164.87233,113.044388,293.519989,142.994247,205.405548,338.082855,133.407471,531.246399,32.871986,45.922192,62.961258,175.781525,116.410004,41.478878,17.199879,,,0.001793915,0.011095517,0.001347164,-0.001493053,0.013344882,0.009360979,0.00242384,0.013360936,-0.00430175,-0.000628663,-0.003461524,0.007239046,0.001231879,-0.002651022,-0.007171439,0.00140039,5.58224E-05,0.013494715,0.001840243,-0.002768496
25/08/2022,169.255508,266.087006,137.279999,116.650002,168.779999,162.050964,115.728943,298.130005,142.876556,208.53627,343.019135,134.297028,536.306702,33.871933,46.117313,63.264515,171.633835,117.459999,41.659843,17.276281,,,0.014922631,-0.038587116,0.026008938,0.026035711,0.033811124,-0.017112429,0.023747795,0.01570597,-0.000823047,0.015241662,0.0146008,0.00666797,0.009525341,0.030419428,0.004248948,0.004816565,-0.023595711,0.0090198,0.004362823,0.004442008
26/08/2022,162.87471,263.248352,130.75,110.339996,161.779999,160.798126,111.941269,289.959991,139.532639,201.648666,330.369995,130.076477,524.106445,32.386578,44.770966,61.738426,171.094559,114.07,41.193146,17.085278,,,-0.037699204,-0.010668142,-0.047567009,-0.054093492,-0.041474109,-0.007731136,-0.032728839,-0.027404199,-0.023404239,-0.033028326,-0.036875902,-0.031426987,-0.022748657,-0.043852088,-0.02919396,-0.024122354,-0.003142015,-0.028860881,-0.011202563,-0.011055794
29/08/2022,160.644928,261.005249,129.789993,109.419998,159.169998,160.235825,111.667931,287.450012,138.94429,201.092087,327.772461,131.34166,524.62146,31.978828,44.595356,61.366684,169.623734,113.529999,41.269344,16.980225,,,-0.013690167,-0.008520862,-0.00734231,-0.008337847,-0.016133026,-0.003496938,-0.002441798,-0.008656294,-0.004216569,-0.002760142,-0.0078625,0.009726455,0.000982653,-0.012590092,-0.003922408,-0.006021242,-0.008596562,-0.004733944,0.001849774,-0.006148744
30/08/2022,158.186188,259.516449,128.729996,108.940002,157.160004,159.160553,111.687469,285.420013,137.463531,200.147903,326.239868,130.946274,517.758789,31.31867,44.136818,60.79929,168.917755,112.43,40.507389,17.018425,,,-0.015305432,-0.0057041,-0.008167016,-0.00438673,-0.01262797,-0.006710559,0.000174965,-0.007062094,-0.010657214,-0.004695282,-0.004675783,-0.003010362,-0.013081186,-0.020643596,-0.010282192,-0.009245962,-0.00416203,-0.00968906,-0.018462978,0.002249676
31/08/2022,156.50386,258.454468,126.769997,108.220001,162.929993,163.106522,111.023651,280.799988,135.266953,197.494232,322.816315,131.015472,514.282898,30.988594,43.629498,60.368851,170.625473,112.080002,39.821632,16.75102,,,-0.010635113,-0.004092153,-0.015225659,-0.006609152,0.036714106,0.024792381,-0.005943532,-0.016186759,-0.015979351,-0.01325855,-0.010493975,0.000528446,-0.00671334,-0.010539273,-0.011494259,-0.007079671,0.01010976,-0.00311303,-0.016929183,-0.015712676
01/09/2022,157.240494,254.146866,127.82,109.739998,165.360001,160.541656,111.785088,282.429993,136.934006,198.905548,323.692108,132.923126,518.90741,30.833263,44.185596,60.65255,168.463669,112.529999,39.821632,16.71282,,,0.00470681,-0.016666773,0.008282741,0.014045435,0.01491443,-0.015725098,0.006858331,0.005804861,0.012324171,0.007146113,0.002712976,0.014560525,0.008992156,-0.005012522,0.012745918,0.004699427,-0.012669878,0.004014962,0,-0.002280458
02/09/2022,155.100281,251.357864,127.510002,107.849998,160.320007,160.975693,111.00412,277.670013,134.50206,196.550049,321.015015,131.460251,511.331787,30.309017,43.502663,59.821022,167.328445,111.199997,39.33588,16.416765,,,-0.01361108,-0.010973978,-0.00242527,-0.017222526,-0.030478919,0.002703579,-0.006986334,-0.016853663,-0.017759986,-0.011842299,-0.008270492,-0.011005421,-0.014599181,-0.017002612,-0.01545601,-0.013709696,-0.006738687,-0.011819088,-0.012198194,-0.017714246
06/09/2022,153.826111,256.161713,126.110001,106.809998,158.539993,161.853683,111.033401,276.589996,133.001709,197.424667,322.52771,130.807907,512.648865,29.474113,43.385593,59.850368,171.020309,110.089996,39.145397,16.03476,,,-0.008215137,0.019111592,-0.010979539,-0.009643023,-0.011102881,0.005454177,0.000263783,-0.00388957,-0.011154855,0.004449849,0.004712225,-0.004962291,0.00257578,-0.02754639,-0.0026911,0.000490563,0.022063577,-0.009982024,-0.004842475,-0.023269201
07/09/2022,155.249619,256.588501,129.479996,109.449997,160.389999,163.155853,113.142006,281.040009,135.011978,199.193771,327.04599,134.168549,516.609985,29.755653,43.92218,60.955814,170.447784,112.690002,39.126347,16.11116,,,0.009254008,0.001666088,0.026722663,0.024716778,0.011669018,0.008045353,0.018990727,0.016088843,0.01511461,0.008960907,0.014008967,0.025691429,0.00772677,0.009552111,0.012367861,0.018470162,-0.003347702,0.023617096,-0.000486647,0.004764649
08/09/2022,153.756439,262.4841,129.820007,108.379997,162.059998,163.471527,115.777756,283.339996,135.188507,199.48201,328.489014,134.85054,522.383362,29.852732,44.263641,60.769939,170.990723,112.330002,39.354935,16.015657,,,-0.00961793,0.022976864,0.002625973,-0.009776154,0.010412114,0.0019348,0.023295945,0.008183842,0.001307506,0.001447028,0.004412297,0.005083091,0.011175504,0.00326254,0.007774227,-0.00304934,0.003185368,-0.003194605,0.005842304,-0.005927754
09/09/2022,156.653183,264.657745,133.270004,110.650002,169.149994,163.402466,116.334183,285.769989,137.247803,203.944534,334.241364,135.255814,520.873413,30.542013,44.653889,60.965595,171.661942,115.18,40.231178,16.263962,,,0.018839822,0.008281054,0.026575234,0.02094487,0.043749205,-0.000422465,0.004805992,0.008576244,0.015232774,0.022370559,0.017511545,0.003005357,-0.0028905,0.023089378,0.008816446,0.003219618,0.00392547,0.025371654,0.022265137,0.015503891
12/09/2022,162.685577,250.107285,136.449997,110.860001,168.960007,159.150681,117.71064,288.51001,138.365692,205.365784,336.799042,136.471588,527.737732,30.639097,45.268528,61.141682,165.255478,116.389999,40.726448,16.598217,,,0.038507957,-0.054978402,0.023861281,0.001897867,-0.001123187,-0.026020323,0.011831922,0.009588204,0.008145041,0.006968807,0.007652189,0.0089887,0.013178478,0.003178703,0.013764512,0.002888301,-0.037320235,0.010505287,0.012310601,0.02055188
13/09/2022,153.139252,250.335556,126.82,104.32,153.130005,162.435715,113.620346,278.290009,135.502289,198.448364,323.881195,133.654556,510.562042,28.435337,43.03437,59.155804,166.509125,111.760002,39.764481,16.072958,,,-0.058679603,0.000912692,-0.070575282,-0.058993333,-0.093690822,0.02064103,-0.034748719,-0.035423384,-0.020694458,-0.03368341,-0.038354762,-0.020641894,-0.032545882,-0.071926402,-0.049353449,-0.032479937,0.007586115,-0.039780024,-0.023620204,-0.031645507
14/09/2022,154.602554,243.546661,128.550003,105,151.470001,162.850037,113.356773,278.420013,135.825882,198.189972,324.289246,133.358032,506.399719,28.328545,42.888027,59.468849,163.745178,112.5,39.316833,16.015657,,,0.009555369,-0.02711918,0.013641405,0.006518405,-0.010840488,0.002550683,-0.002319769,0.000467153,0.0023881,-0.001302062,0.001259879,-0.002218585,-0.008152433,-0.003755609,-0.003400607,0.005291873,-0.016599373,0.006621313,-0.011257484,-0.003565056
15/09/2022,151.675949,242.911453,126.279999,102.910004,149.550003,165.335999,115.065132,276.700012,134.776627,194.174667,315.441803,131.92482,519.452881,27.998465,42.234367,58.660816,164.821152,110.769997,39.078724,16.006105,,,-0.018929862,-0.002608157,-0.017658529,-0.019904724,-0.012675764,0.015265345,0.015070639,-0.00617772,-0.007725,-0.02025988,-0.027282567,-0.010747099,0.025776401,-0.011651852,-0.015241083,-0.0135875,0.006571027,-0.015377804,-0.006056159,-0.000596416
16/09/2022,150.01355,242.6931,123.529999,102.800003,146.289993,164.033829,114.293922,274.809998,135.600357,192.11734,313.620605,131.648071,517.575317,28.386795,42.244118,58.670673,166.558487,108.25,39.288261,15.987006,,,-0.010960202,-0.0008989,-0.021777004,-0.001068905,-0.021798796,-0.007875901,-0.006702378,-0.006830553,0.006111816,-0.010595239,-0.005773483,-0.002097778,-0.003614503,0.013869689,0.000230878,0.000168034,0.010540728,-0.022749816,0.00536192,-0.001193232
19/09/2022,153.776321,240.638565,124.660004,103.07,148.020004,162.741516,115.348228,278.950012,135.315979,191.94838,312.525848,132.774857,520.088623,28.580959,42.244118,59.114105,166.746048,109.169998,39.278736,16.006105,,,0.025082874,-0.008465568,0.009147616,0.00262643,0.011825901,-0.007878332,0.009224515,0.015065005,-0.002097177,-0.000879463,-0.003490705,0.008559077,0.004855923,0.006839941,0,0.007557984,0.001126097,0.008498827,-0.000242439,0.001194658
20/09/2022,156.185318,237.164703,122.190002,101.139999,146.089996,161.074356,113.073669,277.130005,134.835464,190.894867,311.769501,132.003906,519.343567,28.114965,41.541683,59.025417,166.272232,107.57,38.659649,15.815104,,,0.015665591,-0.014436015,-0.019813909,-0.018725148,-0.013038832,-0.010244221,-0.019719063,-0.006524492,-0.003551059,-0.005488522,-0.00242011,-0.005806453,-0.001432556,-0.016304351,-0.016627995,-0.001500285,-0.002841543,-0.014656023,-0.015761378,-0.011933009
21/09/2022,153.019806,239.179535,118.540001,99.279999,142.119995,163.935165,109.813148,270.73999,133.099762,185.875763,303.041504,133.209778,508.694489,27.639263,40.575825,58.532719,166.430176,104.489998,37.602436,15.519048,,,-0.020267667,0.008495497,-0.029871519,-0.01839035,-0.027175037,0.017760797,-0.028835369,-0.023057824,-0.012872741,-0.026292504,-0.027995031,0.009135124,-0.020504881,-0.016919886,-0.023250334,-0.008347218,0.000949912,-0.028632537,-0.027346679,-0.018719826
22/09/2022,152.044266,236.14241,117.309998,100.139999,142.820007,164.46788,108.563614,268.51001,133.570465,184.653275,296.930908,131.845749,514.03894,27.250935,40.146553,58.394756,166.351196,102.160004,38.031036,15.509497,,,-0.006375253,-0.012698097,-0.01037627,0.008662369,0.0049255,0.003249547,-0.011378729,-0.008236611,0.003536468,-0.006576909,-0.020164221,-0.010239706,0.01050621,-0.014049868,-0.010579501,-0.002357024,-0.000474553,-0.022298728,0.011398198,-0.000615437
23/09/2022,149.744781,235.675919,113.779999,98.739998,140.410004,163.461639,106.54287,267.769989,132.952682,182.834488,292.173767,128.554291,510.214325,26.716986,39.668499,57.744396,166.282104,99.5,37.640533,15.289843,,,-0.015123786,-0.001975465,-0.030091203,-0.013980438,-0.016874408,-0.006118161,-0.018613456,-0.002756028,-0.004625147,-0.009849741,-0.016021037,-0.024964461,-0.007440322,-0.019593786,-0.011907722,-0.011137301,-0.000415338,-0.026037626,-0.010268008,-0.014162548
26/09/2022,150.083237,234.643692,115.150002,98.169998,136.369995,162.711929,104.248795,264.320007,133.080154,179.485092,288.720428,129.789825,504.999023,26.183031,39.590446,57.025051,163.873489,98.120003,37.078594,14.965137,,,0.002260219,-0.004379858,0.012040807,-0.005772737,-0.028772943,-0.004586458,-0.021531943,-0.012884125,0.000958777,-0.018319279,-0.01181947,0.00961099,-0.010221787,-0.0199856,-0.001967632,-0.012457399,-0.014485113,-0.013869317,-0.014929093,-0.021236713
27/09/2022,151.068741,239.268875,114.410004,97.5,134.399994,164.112732,103.331154,265.470001,129.422424,176.781723,285.107849,129.43399,505.008972,26.105366,39.531914,55.556812,166.499268,95.849998,37.040497,15.022437,,,0.006566383,0.019711516,-0.006426383,-0.006824875,-0.014446,0.008609098,-0.008802413,0.004350764,-0.027485165,-0.015061802,-0.012512378,-0.002741625,1.9701E-05,-0.002966234,-0.001478437,-0.025747263,0.016023208,-0.023134987,-0.001027466,0.003828899
28/09/2022,149.157471,235.725555,118.010002,100.050003,141.610001,162.307449,105.420227,271.779999,129.422424,178.083725,288.7901,131.569,510.542145,26.338362,40.331917,56.148048,164.465775,99.400002,37.51672,15.11794,,,-0.012651658,-0.014808947,0.031465762,0.026153877,0.053645888,-0.011000262,0.020217262,0.023769157,0,0.007365026,0.012915292,0.016494972,0.010956584,0.008925215,0.02023689,0.010642007,-0.012213225,0.03703708,0.01285682,0.006357357
29/09/2022,141.830994,231.159897,114.800003,97.419998,136.410004,161.153259,103.633781,269.579987,126.205994,178.958359,285.396423,130.718948,505.465942,25.610249,39.580692,55.744034,161.15889,97.449997,36.802387,14.831434,,,-0.049119075,-0.019368532,-0.027201076,-0.026286906,-0.036720549,-0.007111134,-0.016945951,-0.008094827,-0.024852185,0.004911364,-0.011751362,-0.006460884,-0.00994277,-0.027644582,-0.018626067,-0.007195513,-0.020106828,-0.019617756,-0.019040391,-0.018951392
30/09/2022,137.57048,238.94133,113,95.650002,135.679993,160.995422,102.013275,267.019989,123.803474,176.56308,282.978058,128.198456,501.700989,25.018047,39.024597,55.202068,163.123291,94.330002,36.164249,14.649981,,,-0.030039372,0.033662556,-0.015679468,-0.018168713,-0.005351594,-0.000979422,-0.015636851,-0.009496246,-0.019036497,-0.013384561,-0.008473705,-0.019281765,-0.00744848,-0.023123633,-0.014049653,-0.009722404,0.012189219,-0.032016368,-0.017339582,-0.012234353
03/10/2022,141.801132,247.020523,115.879997,98.639999,138.610001,163.382736,105.166428,272.799988,126.019669,180.538605,289.088684,130.995712,512.101807,26.183031,40.283138,55.822872,164.959351,97.129997,37.297657,15.184791,,,0.030752615,0.033812455,0.025486699,0.031259769,0.021594989,0.014828459,0.030909242,0.021646316,0.017900911,0.022516174,0.021593992,0.021819732,0.020731109,0.046565745,0.032249942,0.011246028,0.011255658,0.029682974,0.031340565,0.036505849
04/10/2022,145.434525,247.33812,121.089996,101.639999,140.279999,162.879623,110.086479,280.48999,127.57888,184.51413,299.826996,132.695801,519.711121,26.891729,41.179192,55.95097,163.863632,101.440002,37.916748,15.366244,,,0.025623159,0.001285711,0.044960296,0.030413626,0.012048178,-0.003079352,0.046783475,0.028189158,0.012372759,0.02202036,0.03714539,0.012978203,0.014858987,0.027067073,0.022243898,0.002294722,-0.006642358,0.044373573,0.016598657,0.011949654
05/10/2022,145.733124,244.946121,120.949997,101.43,138.979996,159.722855,108.72728,279.359985,126.696312,186.52179,302.74295,131.38118,523.585388,26.833481,41.346588,55.418858,160.704819,100.800003,37.526241,15.213441,,,0.002053151,-0.009670968,-0.001156157,-0.002066106,-0.009267201,-0.019380988,-0.012346648,-0.004028682,-0.006917822,0.010880793,0.009725455,-0.009907028,0.007454655,-0.002166019,0.004065063,-0.009510327,-0.019277084,-0.006309138,-0.010299064,-0.00994407
06/10/2022,144.767563,232.489914,120.300003,101.419998,139.070007,158.03595,106.511162,276.309998,124.02903,184.454514,298.277222,130.155533,515.697815,26.386904,40.883789,54.226521,159.530121,100.040001,36.64782,14.890743,,,-0.006625542,-0.050852844,-0.005374072,-9.86099E-05,0.000647654,-0.01056145,-0.020382355,-0.010917766,-0.021052562,-0.011083295,-0.01475089,-0.009328939,-0.01506454,-0.01664253,-0.011193161,-0.021515005,-0.007309663,-0.007539702,-0.02340818,-0.021211375
07/10/2022,139.451889,227.537186,114.559998,98.68,133.449997,158.243118,104.383705,269.040009,121.861839,182.705292,294.030762,127.071671,501.512268,24.969505,39.652943,53.714111,159.737427,97.160004,35.689007,14.521391,,,-0.036718681,-0.02130298,-0.047714089,-0.027016348,-0.040411374,0.001310892,-0.019974029,-0.026310988,-0.017473256,-0.009483216,-0.014236622,-0.023693668,-0.027507479,-0.053716002,-0.030105967,-0.009449435,0.001299479,-0.028788454,-0.026162893,-0.024804135
10/10/2022,139.78038,223.725876,113.669998,97.860001,133.789993,160.531769,103.408607,266.929993,121.361732,181.065369,290.850922,127.822876,495.561859,24.46468,39.278763,53.595867,160.497513,95.160004,35.466255,14.482512,,,0.002355587,-0.016750273,-0.007768855,-0.008309678,0.002547741,0.014462879,-0.009341477,-0.007842759,-0.004103885,-0.008975783,-0.010814651,0.005911664,-0.011864932,-0.020217662,-0.009436374,-0.002201358,0.004758346,-0.020584602,-0.006241474,-0.002677361
11/10/2022,138.346939,224.063324,112.209999,97.18,128.539993,160.492325,100.424255,267.309998,121.822617,178.043976,285.13916,131.134079,496.505585,24.309349,38.973518,53.684551,167.210007,93.099998,34.807682,14.395034,,,-0.010254951,0.00150831,-0.01284419,-0.006948712,-0.039240603,-0.000245708,-0.028859803,0.001423613,0.003797614,-0.016686753,-0.019638109,0.02590462,0.001904356,-0.006349194,-0.007771248,0.00165468,0.041823041,-0.021647813,-0.018569003,-0.00604025
12/10/2022,137.709854,232.489914,112.900002,97.559998,127.5,162.919083,102.0494,264,122.018745,177.14949,282.477692,129.651443,496.654572,24.590887,38.668266,54.334915,172.362823,93.410004,34.55587,14.220078,,,-0.004604981,0.037608074,0.006149211,0.003910249,-0.008090813,0.015120711,0.016182794,-0.01238262,0.001609947,-0.005023961,-0.009333927,-0.01130626,0.000300071,0.01158147,-0.007832293,0.012114547,0.030816433,0.003329817,-0.00723438,-0.012153914
13/10/2022,142.338699,226.852341,112.529999,99.059998,130.289993,162.238419,107.722641,275.779999,123.862312,183.530197,293.023987,130.748611,506.538818,25.64908,39.987732,55.054256,167.99971,96.639999,35.253189,14.696348,,,0.033613027,-0.024248678,-0.003277263,0.015375154,0.021882298,-0.004177927,0.055593085,0.044621208,0.015108883,0.036018771,0.037334966,0.008462443,0.019901651,0.043031917,0.034122709,0.01323902,-0.025313539,0.034578684,0.020179466,0.033492784
14/10/2022,137.74968,235.75531,106.900002,96.559998,126.760002,164.33963,109.515228,272.670013,122.656151,181.502686,287.770782,128.919998,509.737549,25.153963,39.584015,54.177254,170.507019,94.449997,35.233818,14.56999,,,-0.032240136,0.039245656,-0.050031077,-0.02523723,-0.027093339,0.012951377,0.016640764,-0.011277054,-0.009737918,-0.011047288,-0.01792756,-0.013985716,0.006314878,-0.019303499,-0.010096021,-0.015929777,0.014924484,-0.022661445,-0.000549482,-0.008597918
17/10/2022,141.761337,236.718079,113.790001,99.970001,134.039993,163.767456,114.114891,277.019989,124.872345,184.116592,294.100555,129.849136,518.429626,25.64908,40.667156,54.876884,172.807022,97.330002,36.00861,14.881024,,,0.029122804,0.004083764,0.064452749,0.035314862,0.057431294,-0.003481656,0.042000214,0.015953261,0.018068348,0.014401473,0.021995885,0.00720709,0.017052063,0.019683459,0.027363091,0.012913722,0.013489198,0.030492378,0.02199001,0.021347578
18/10/2022,143.09523,234.71315,116.360001,100.769997,132.800003,162.465302,117.049995,281.670013,125.882385,186.024857,299.423553,132.587067,518.757507,25.115129,41.149654,55.615932,171.128906,98.480003,35.902081,15.162898,,,0.009409427,-0.008469691,0.022585464,0.008002361,-0.009250896,-0.007951238,0.025720605,0.016785879,0.00808858,0.010364438,0.018099245,0.021085477,0.00063245,-0.02081755,0.011864562,0.013467383,-0.009710925,0.011815483,-0.002958431,0.018941842
19/10/2022,143.204727,234.385635,115.07,99.629997,133.229996,162.879623,114.755096,278.339996,127.049332,185.269501,296.81189,132.211456,516.880005,25.241337,41.238274,55.142941,169.253372,98.989998,35.417828,15.104579,,,0.000765204,-0.001395384,-0.011086292,-0.011312891,0.003237899,0.002550212,-0.019606144,-0.011822405,0.009270137,-0.004060511,-0.008722303,-0.002832938,-0.003619229,0.005025178,0.002153603,-0.008504595,-0.010959773,0.005178666,-0.01348816,-0.003846164
20/10/2022,142.736862,240.31102,115.25,99.970001,131.529999,166.431,114.380814,273.529999,125.41291,186.074524,295.336609,132.537628,517.436279,25.319002,41.070877,54.275795,170.832764,98.589996,35.834286,16.270956,,,-0.003267106,0.025280496,0.001564265,0.003412667,-0.012759867,0.021803691,-0.003261572,-0.017281013,-0.012880209,0.004345146,-0.004970424,0.002467048,0.001076215,0.003076897,-0.004059263,-0.015725422,0.009331525,-0.004040832,0.011758429,0.077220093
21/10/2022,146.599197,245.40271,119.32,101.129997,130.009995,168.670319,120.388939,282.51001,126.98317,189.205276,301.407196,135.216263,530.201294,26.183031,42.144176,55.142941,175.393311,102.040001,34.236267,16.620871,,,0.027059128,0.021187917,0.035314534,0.011603441,-0.011556329,0.013454939,0.052527385,0.032830077,0.012520721,0.016825259,0.020554807,0.020210374,0.024669733,0.034125713,0.026132848,0.015976661,0.026695974,0.034993459,-0.044594693,0.021505497
